iid,airline,origin,aircraft,impact,flight_date,damage,num_birds,bird_size,sky_conditions,altitude_ft,heavy_flag
255116,SOUTHWEST AIRLINES,Ohio,B-737-300,None,9/15/08 0:00,No damage,1,Medium,No Cloud,"1,200",Yes
258403,SOUTHWEST AIRLINES,Connecticut,B-737-700,None,9/15/08 0:00,No damage,1,Medium,No Cloud,"4,000",Yes
256200,SOUTHWEST AIRLINES,Maryland,B-737-700,None,9/15/08 0:00,No damage,1,Medium,No Cloud,"7,000",Yes
258771,SOUTHWEST AIRLINES,Louisiana,B-737-700,None,9/15/08 0:00,No damage,1,Medium,No Cloud,"3,000",Yes
255120,BUSINESS,N/A,B-737-700,None,9/15/08 0:00,No damage,1,Small,No Cloud,"4,000",Yes
257385,SOUTHWEST AIRLINES,Ohio,B-737-300,None,9/15/08 0:00,No damage,1,Small,No Cloud,"2,000",Yes
254485,NORTHWEST AIRLINES,Michigan,A-320,None,9/15/08 0:00,No damage,1,Medium,Overcast,0,No
259585,BUSINESS,Colorado,DA-200 FALCON,None,9/15/08 0:00,Caused damage,1,Medium,No Cloud,"4,000",No
258013,US AIRWAYS*,New York,EMB-190,None,9/15/08 0:00,Caused damage,1,Medium,Some Cloud,"3,000",No
258404,UNITED AIRLINES,Illinois,A-320,None,9/15/08 0:00,No damage,1,Medium,Some Cloud,150,No
253783,OMNI AIR INTL,Oklahoma,LEARJET-35,Engine Shut Down,9/15/08 0:00,No damage,1,Small,No Cloud,"1,800",No
258846,SOUTHWEST AIRLINES,Florida,B-737-700,None,9/16/08 0:00,No damage,1,Medium,No Cloud,500,Yes
259469,SOUTHWEST AIRLINES,Maryland,B-737-700,None,9/16/08 0:00,No damage,1,Medium,Some Cloud,"1,000",Yes
255987,BUSINESS,Michigan,CIRRUS SR 20/22,None,9/16/08 0:00,No damage,1,Small,No Cloud,"1,000",No
256722,AMERICAN AIRLINES,Nebraska,MD-82,None,9/16/08 0:00,No damage,1,Small,No Cloud,200,No
254873,DELTA AIR LINES,Ohio,MD-88,None,9/16/08 0:00,No damage,1,Small,Some Cloud,0,No
256723,AMERICAN EAGLE AIRLINES,Texas,CL-RJ700,None,9/16/08 0:00,No damage,1,Small,No Cloud,0,No
255610,US AIRWAYS*,Ohio,EMB-190,None,9/16/08 0:00,No damage,1,Medium,No Cloud,"5,800",No
259468,SOUTHWEST AIRLINES,Florida,B-737-300,None,9/16/08 0:00,No damage,1,Medium,Some Cloud,"2,600",Yes
259135,US AIRWAYS*,Pennsylvania,EMB-190,None,9/16/08 0:00,No damage,1,Small,No Cloud,"2,200",No
255128,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,EMB-145,None,9/16/08 0:00,No damage,1,Medium,No Cloud,"3,000",No
255421,BUSINESS,Maryland,LEARJET-45,None,9/17/08 0:00,No damage,1,Medium,Some Cloud,200,No
259490,US AIRWAYS*,North Carolina,A-319,None,9/17/08 0:00,No damage,1,Small,No Cloud,0,No
253497,SOUTHWEST AIRLINES,Maryland,B-737-700,None,9/17/08 0:00,No damage,1,Small,No Cloud,"6,000",Yes
258857,UNITED AIRLINES,California,B-757-200,None,9/17/08 0:00,No damage,1,Large,No Cloud,0,Yes
253498,SOUTHWEST AIRLINES,Tennessee,B-737-700,None,9/17/08 0:00,No damage,1,Medium,No Cloud,0,Yes
259494,EXPRESSJET (CONTINENTAL EXPRS),North Carolina,EMB-145,None,9/18/08 0:00,No damage,1,Medium,No Cloud,250,No
258612,SOUTHWEST AIRLINES,New Hampshire,B-737-700,None,9/18/08 0:00,No damage,1,Small,No Cloud,"1,500",Yes
255810,SOUTHWEST AIRLINES,Florida,B-737-700,None,9/18/08 0:00,No damage,1,Small,Some Cloud,800,Yes
258609,SOUTHWEST AIRLINES,Utah,B-737-700,None,9/18/08 0:00,No damage,1,Small,No Cloud,"2,500",Yes
259493,COMMUTAIR,Ohio,DHC8 DASH 8,None,9/18/08 0:00,No damage,1,Small,No Cloud,300,No
257887,US AIRWAYS*,Minnesota,A-321,None,9/18/08 0:00,No damage,1,Small,No Cloud,"1,000",No
258514,AIRTRAN AIRWAYS,Florida,B-717-200,None,9/19/08 0:00,No damage,1,Medium,Some Cloud,500,No
259107,COLGAN AIRWAYS,Texas,SAAB-340,None,9/19/08 0:00,No damage,1,Small,No Cloud,0,No
255963,SOUTHWEST AIRLINES,California,B-737-700,None,9/19/08 0:00,No damage,1,Medium,Some Cloud,"2,000",Yes
258793,SOUTHWEST AIRLINES,Texas,B-737-300,None,9/19/08 0:00,No damage,1,Small,Some Cloud,"2,000",Yes
258515,AMERICAN EAGLE AIRLINES,Illinois,EMB-145,None,9/19/08 0:00,No damage,1,Small,Some Cloud,100,No
258615,SOUTHWEST AIRLINES,Texas,B-737-300,None,9/20/08 0:00,No damage,1,Small,No Cloud,5,Yes
259431,SOUTHWEST AIRLINES,North Carolina,B-737-700,None,9/20/08 0:00,No damage,1,Small,No Cloud,800,Yes
260619,US AIRWAYS*,North Carolina,A-319,None,9/20/08 0:00,No damage,1,Small,No Cloud,300,No
257598,BUSINESS,Alaska,BE-200 KING,None,9/20/08 0:00,No damage,1,Large,Overcast,0,No
260025,AMERICAN EAGLE AIRLINES,N/A,ATR-72,None,9/20/08 0:00,No damage,1,Medium,Some Cloud,10,No
256978,COLGAN AIRWAYS,Pennsylvania,DHC8 DASH 8,None,9/20/08 0:00,No damage,1,Small,No Cloud,10,No
257445,BUSINESS,Ohio,C-172,None,9/20/08 0:00,Caused damage,1,Medium,No Cloud,0,No
258616,SOUTHWEST AIRLINES,California,B-737-300,None,9/20/08 0:00,Caused damage,1,Large,No Cloud,"9,000",Yes
256208,SOUTHWEST AIRLINES,Missouri,B-737-300,None,9/21/08 0:00,No damage,1,Medium,Some Cloud,0,Yes
258668,SOUTHWEST AIRLINES,New York,B-737-700,None,9/21/08 0:00,No damage,1,Small,No Cloud,"1,000",Yes
257069,JETBLUE AIRWAYS,California,A-320,None,9/21/08 0:00,No damage,1,Large,Some Cloud,0,No
257610,BUSINESS,New York,B-767-200,None,9/21/08 0:00,No damage,1,Small,Some Cloud,"1,200",Yes
260394,FREEDOM AIRLINES,New York,CL-RJ900,None,9/21/08 0:00,No damage,1,Medium,No Cloud,100,No
256897,MESABA AIRLINES,North Dakota,CL-RJ900,None,9/22/08 0:00,No damage,1,Small,Some Cloud,0,No
257806,SOUTHWEST AIRLINES,Texas,B-737-300,None,9/22/08 0:00,No damage,1,Small,Some Cloud,0,Yes
260948,MESA AIRLINES,North Carolina,CL-RJ900,None,9/22/08 0:00,No damage,1,Medium,Overcast,0,No
259327,SOUTHWEST AIRLINES,Missouri,B-737-500,None,9/22/08 0:00,No damage,1,Medium,No Cloud,"3,500",Yes
258075,SOUTHWEST AIRLINES,Rhode Island,B-737-700,None,9/22/08 0:00,No damage,1,Small,No Cloud,"2,000",Yes
257876,REPUBLIC AIRLINES,Louisiana,EMB-170,None,9/22/08 0:00,No damage,1,Small,Some Cloud,40,No
257669,PRIVATELY OWNED,Minnesota,C-150,None,9/22/08 0:00,Caused damage,1,Small,No Cloud,0,No
260554,BUSINESS,Nebraska,LEARJET-45,None,9/22/08 0:00,Caused damage,1,Small,Some Cloud,40,No
257611,AIRTRAN AIRWAYS,Georgia,B-717-200,None,9/23/08 0:00,No damage,1,Medium,No Cloud,"4,000",No
257356,AMERICAN AIRLINES,Michigan,MD-83,None,9/23/08 0:00,No damage,1,Small,Some Cloud,0,No
264714,PRIVATELY OWNED,Michigan,C-120/140,Precautionary Landing,9/23/08 0:00,No damage,1,Small,No Cloud,50,No
259629,HORIZON AIR,Oregon,DHC8 DASH 8,None,9/23/08 0:00,No damage,1,Small,Some Cloud,0,No
259594,HORIZON AIR,Oregon,DHC8 DASH 8,None,9/23/08 0:00,No damage,1,Small,Some Cloud,0,No
254172,FEDEX EXPRESS,Missouri,DC-10-30,None,9/24/08 0:00,No damage,1,Medium,Some Cloud,800,Yes
258472,SOUTHWEST AIRLINES,Texas,B-737-300,None,9/24/08 0:00,No damage,1,Small,Some Cloud,"3,500",Yes
255915,BRITANNIA AIRWAYS,Maryland,PA-28,None,9/24/08 0:00,Caused damage,1,Medium,No Cloud,"1,300",No
256302,AMERICAN AIRLINES,N/A,B-737-800,None,9/24/08 0:00,No damage,1,Small,No Cloud,0,Yes
260310,PINNACLE,Iowa,CL-RJ100/200,None,9/25/08 0:00,No damage,1,Small,No Cloud,100,No
260156,SOUTHWEST AIRLINES,Tennessee,B-737-300,None,9/25/08 0:00,No damage,1,Small,No Cloud,100,Yes
259036,BUSINESS,Virginia,C-560,None,9/25/08 0:00,No damage,1,Medium,Overcast,"3,000",No
260158,SOUTHWEST AIRLINES,Illinois,B-737-700,None,9/25/08 0:00,No damage,1,Medium,No Cloud,"3,000",Yes
259138,SOUTHWEST AIRLINES,Missouri,B-737-700,None,9/25/08 0:00,No damage,1,Medium,No Cloud,"11,000",Yes
259247,SKYWEST AIRLINES,Pennsylvania,CL-RJ700,None,9/25/08 0:00,No damage,1,Small,Some Cloud,50,No
259842,VIRGIN ATLANTIC,Massachusetts,A-340,None,9/25/08 0:00,No damage,1,Small,Some Cloud,0,No
259946,CHAUTAUQUA AIRLINES,Kentucky,EMB-145,None,9/25/08 0:00,No damage,1,Small,No Cloud,0,No
257766,US AIRWAYS*,Massachusetts,A-321,None,9/26/08 0:00,No damage,1,Small,Some Cloud,0,No
257501,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,EMB-145,None,9/26/08 0:00,No damage,1,Medium,Some Cloud,500,No
257894,SOUTHWEST AIRLINES,Virginia,B-737-300,None,9/26/08 0:00,No damage,1,Medium,Some Cloud,10,Yes
257102,SOUTHWEST AIRLINES,Texas,B-737-700,None,9/26/08 0:00,No damage,1,Small,No Cloud,500,Yes
259575,DELTA AIR LINES,Georgia,MD-88,None,9/26/08 0:00,No damage,1,Medium,Some Cloud,"1,500",No
257867,SOUTHWEST AIRLINES,Illinois,B-737-300,None,9/26/08 0:00,No damage,1,Small,No Cloud,"3,500",Yes
258582,SOUTHWEST AIRLINES,Texas,B-737-300,None,9/26/08 0:00,No damage,1,Small,No Cloud,"5,700",Yes
255834,TRANS STATES AIRLINES,Pennsylvania,EMB-145,None,9/26/08 0:00,No damage,1,Small,Overcast,0,No
257936,NETJETS AVIATION,New Jersey,GULFAERO IV,None,9/26/08 0:00,No damage,1,Large,Overcast,0,No
259574,AMERICAN EAGLE AIRLINES,Iowa,EMB-145,None,9/26/08 0:00,No damage,1,Small,No Cloud,0,No
255124,SKYWEST AIRLINES,Nebraska,CL-RJ100/200,None,9/27/08 0:00,No damage,1,Small,No Cloud,35,No
258005,UPS AIRLINES,Kentucky,A-300,None,9/27/08 0:00,No damage,1,Medium,No Cloud,"1,000",No
255751,ASTAR AIR CARGO,New York,A-300,None,9/27/08 0:00,No damage,1,Medium,Overcast,"2,000",No
257462,SOUTHWEST AIRLINES,Texas,B-737-500,None,9/27/08 0:00,No damage,1,Small,No Cloud,"2,000",Yes
258648,CHAUTAUQUA AIRLINES,Wisconsin,EMB-135,None,9/28/08 0:00,No damage,1,Large,Some Cloud,10,No
260009,SOUTHWEST AIRLINES,Missouri,B-737-300,None,9/28/08 0:00,No damage,1,Small,No Cloud,0,Yes
257935,TRANS STATES AIRLINES,Wisconsin,EMB-145,None,9/28/08 0:00,No damage,1,Small,Overcast,700,No
259313,SOUTHWEST AIRLINES,Missouri,B-737-300,None,9/28/08 0:00,No damage,1,Small,No Cloud,100,Yes
258501,SOUTHWEST AIRLINES,Arizona,B-737-300,None,9/28/08 0:00,No damage,1,Small,No Cloud,"3,000",Yes
259645,BUSINESS,Massachusetts,PA-28,Other,9/28/08 0:00,Caused damage,1,Large,Overcast,0,No
255376,ISLAND AIRLINES,Hawaii,DHC8 DASH 8,None,9/29/08 0:00,No damage,1,Small,No Cloud,0,No
257509,ATLANTIC SOUTHEAST,Kentucky,CL-RJ100/200,None,9/29/08 0:00,No damage,1,Small,No Cloud,0,No
256594,AMERICAN EAGLE AIRLINES,Wisconsin,EMB-145,None,9/29/08 0:00,No damage,1,Medium,Some Cloud,"1,500",No
258670,SKYWEST AIRLINES,Wisconsin,CL-RJ100/200,None,9/29/08 0:00,No damage,1,Medium,Some Cloud,"3,500",No
259274,PIEDMONT AIRLINES,Pennsylvania,DHC8 DASH 8,None,9/29/08 0:00,No damage,1,Medium,Some Cloud,400,No
258284,SOUTHWEST AIRLINES,Missouri,B-737-700,None,9/29/08 0:00,No damage,1,Small,Some Cloud,100,Yes
256593,AMERICAN AIRLINES,Florida,B-757-200,None,9/29/08 0:00,No damage,1,Small,Some Cloud,550,Yes
257419,US AIRWAYS*,Pennsylvania,EMB-190,None,9/29/08 0:00,No damage,1,Medium,No Cloud,"8,000",No
258283,SOUTHWEST AIRLINES,Florida,B-737-300,None,9/29/08 0:00,No damage,1,Medium,Overcast,"6,000",Yes
256958,BUSINESS,Illinois,CITATION X,Precautionary Landing,9/29/08 0:00,Caused damage,1,Small,Overcast,10,No
253748,AIR CANADA JAZZ,New York,CL-RJ100/200,Other,9/29/08 0:00,Caused damage,1,Large,Some Cloud,"2,500",No
255656,DELTA AIR LINES,North Carolina,MD-88,None,9/30/08 0:00,No damage,1,Small,Some Cloud,700,No
256490,DELTA AIR LINES,Tennessee,MD-88,None,9/30/08 0:00,No damage,1,Small,Some Cloud,0,No
259600,SOUTHWEST AIRLINES,Texas,B-737-300,None,9/30/08 0:00,No damage,1,Small,Some Cloud,500,Yes
258202,SOUTHWEST AIRLINES,Missouri,B-737-300,None,9/30/08 0:00,No damage,1,Medium,No Cloud,"2,400",Yes
261422,SOUTHWEST AIRLINES,Illinois,B-737-700,None,9/30/08 0:00,No damage,1,Medium,Overcast,"3,000",Yes
258587,ATLANTIC SOUTHEAST,Kentucky,CL-RJ700,None,9/30/08 0:00,No damage,1,Small,No Cloud,10,No
258279,AIR WISCONSIN AIRLINES,Massachusetts,CL-RJ100/200,None,9/30/08 0:00,No damage,1,Medium,Some Cloud,0,No
257587,DB AVIATION (NORTHSHORE),Illinois,LEARJET-45,None,9/30/08 0:00,Caused damage,1,Large,Some Cloud,10,No
258021,DELTA AIR LINES,Florida,B-737-800,None,9/30/08 0:00,Caused damage,1,Medium,Some Cloud,0,Yes
257339,GULFSTREAM INTL AIRLINES,Florida,BE-1900,None,10/1/08 0:00,No damage,1,Small,Some Cloud,0,No
259700,AIR WISCONSIN AIRLINES,North Carolina,CL-RJ100/200,Precautionary Landing,10/1/08 0:00,No damage,1,Medium,No Cloud,"4,000",No
258603,SOUTHWEST AIRLINES,Florida,B-737-300,None,10/1/08 0:00,No damage,1,Large,No Cloud,0,Yes
257769,AMERICAN EAGLE AIRLINES,Michigan,EMB-145,None,10/1/08 0:00,No damage,1,Small,Some Cloud,0,No
260400,ALOHA AIR CARGO,Hawaii,B-737-200,None,10/1/08 0:00,No damage,1,Small,Some Cloud,0,Yes
259768,EXPRESSJET (CONTINENTAL EXPRS),New York,EMB-145,None,10/1/08 0:00,No damage,1,Medium,Some Cloud,0,No
261321,US AIRWAYS,Pennsylvania,A-321,None,10/1/08 0:00,No damage,1,Medium,Some Cloud,200,No
259934,ALASKA AIRLINES,Alaska,B-737-400,None,10/1/08 0:00,No damage,1,Small,Overcast,0,Yes
259094,SOUTHWEST AIRLINES,Texas,B-737-700,None,10/1/08 0:00,No damage,1,Medium,No Cloud,"5,000",Yes
257771,DELTA AIR LINES,Georgia,MD-88,None,10/1/08 0:00,No damage,1,Small,No Cloud,"2,000",No
257770,DELTA AIR LINES,Georgia,B-737-800,None,10/1/08 0:00,No damage,1,Small,No Cloud,"3,400",Yes
260519,MESA AIRLINES,Colorado,DHC8 DASH 8,None,10/1/08 0:00,No damage,1,Small,No Cloud,0,No
259148,SPIRIT AIRLINES,Florida,A-319,None,10/1/08 0:00,No damage,1,Small,Some Cloud,20,No
260831,SPIRIT AIRLINES,Florida,A-319,None,10/1/08 0:00,No damage,1,Small,Some Cloud,0,No
260563,BUSINESS,Florida,C-172,Precautionary Landing,10/1/08 0:00,No damage,1,Small,No Cloud,5,No
257768,AMERICAN AIRLINES,Texas,MD-80,None,10/1/08 0:00,No damage,1,Small,No Cloud,0,No
259092,SOUTHWEST AIRLINES,New York,B-737-700,None,10/1/08 0:00,No damage,1,Small,Overcast,500,Yes
259540,MESA AIRLINES,North Carolina,CL-RJ900,None,10/1/08 0:00,No damage,1,Small,Some Cloud,500,No
259729,BUSINESS,North Carolina,CITATIONJET,None,10/1/08 0:00,Caused damage,1,Small,No Cloud,"7,000",No
270168,BUSINESS,DC,GULFAERO IV,None,10/2/08 0:00,No damage,1,Large,No Cloud,50,No
259671,SOUTHWEST AIRLINES,Maryland,B-737-700,None,10/2/08 0:00,No damage,1,Medium,No Cloud,"1,000",Yes
259670,PINNACLE,Iowa,CL-RJ100/200,None,10/2/08 0:00,No damage,1,Small,No Cloud,20,No
260747,SOUTHWEST AIRLINES,Missouri,B-737-700,None,10/2/08 0:00,No damage,1,Small,No Cloud,500,Yes
261145,ALASKA AIRLINES,Hawaii,B-737-800,None,10/2/08 0:00,No damage,1,Small,Some Cloud,0,Yes
261362,SOUTHWEST AIRLINES,Missouri,B-737-700,None,10/2/08 0:00,No damage,1,Small,No Cloud,0,Yes
258831,BUSINESS,Texas,DA-900,Precautionary Landing,10/2/08 0:00,Caused damage,1,Large,No Cloud,"3,500",No
260170,AMERICAN AIRLINES,Texas,B-757-200,None,10/2/08 0:00,No damage,1,Medium,No Cloud,50,Yes
258775,US AIRWAYS,Massachusetts,A-319,None,10/3/08 0:00,No damage,1,Medium,No Cloud,"1,000",No
260311,SOUTHWEST AIRLINES,California,B-737-700,None,10/3/08 0:00,No damage,1,Small,Overcast,0,Yes
260312,SOUTHWEST AIRLINES,New York,B-737-700,None,10/3/08 0:00,No damage,1,Small,No Cloud,"2,000",Yes
256225,SKYWEST AIRLINES,California,CL-RJ700,None,10/3/08 0:00,No damage,1,Small,Overcast,100,No
257500,SOUTHWEST AIRLINES,Pennsylvania,B-737-300,None,10/3/08 0:00,No damage,1,Small,No Cloud,0,Yes
259731,,Florida,HUGHES 269A,,,No damage,1,,Some Cloud,,
260188,DELTA AIR LINES,California,B-737-800,None,10/4/08 0:00,No damage,1,Small,Some Cloud,50,Yes
258720,SOUTHWEST AIRLINES,Colorado,B-737-700,None,10/4/08 0:00,No damage,1,Small,Some Cloud,0,Yes
256502,PINNACLE,Wisconsin,CRJ-440,None,10/5/08 0:00,No damage,1,Small,No Cloud,0,No
260446,JETBLUE AIRWAYS,New York,A-320,None,10/5/08 0:00,No damage,1,Small,No Cloud,"1,000",No
256503,AIRNET EXPRESS,Nebraska,C-208,None,10/5/08 0:00,No damage,1,Small,No Cloud,"1,500",No
260447,JETBLUE AIRWAYS,New York,A-320,None,10/5/08 0:00,No damage,1,Small,Some Cloud,"2,100",No
258828,UNITED AIRLINES,New York,B-757-200,None,10/5/08 0:00,No damage,1,Medium,Some Cloud,"3,600",Yes
258621,SOUTHWEST AIRLINES,Texas,B-737-300,None,10/5/08 0:00,No damage,1,Small,No Cloud,"2,000",Yes
260445,JETBLUE AIRWAYS,New York,A-320,None,10/5/08 0:00,No damage,1,Small,Some Cloud,"2,200",No
258111,FRONTIER AIRLINES,Colorado,A-319,None,10/6/08 0:00,No damage,1,Medium,Some Cloud,800,No
259429,US AIRWAYS,North Carolina,B-757-200,None,10/6/08 0:00,No damage,1,Small,No Cloud,"5,000",Yes
257617,JETBLUE AIRWAYS,New York,EMB-190,None,10/6/08 0:00,No damage,1,Medium,No Cloud,"1,500",No
258600,DELTA AIR LINES,North Carolina,B-737-800,None,10/6/08 0:00,No damage,1,Medium,No Cloud,"4,000",Yes
258926,SOUTHWEST AIRLINES,Connecticut,B-737-700,None,10/6/08 0:00,No damage,1,Small,Some Cloud,"3,000",Yes
260089,SOUTHWEST AIRLINES,New York,B-737-300,None,10/6/08 0:00,No damage,1,Medium,No Cloud,"4,000",Yes
256344,SOUTHWEST AIRLINES,Utah,B-737-700,None,10/6/08 0:00,No damage,1,Small,No Cloud,"8,000",Yes
257619,SKYWEST AIRLINES,Colorado,CL-RJ700,None,10/6/08 0:00,No damage,1,Small,No Cloud,0,No
262078,COMMUTAIR,Pennsylvania,DHC8 DASH 8,None,10/6/08 0:00,No damage,1,Small,No Cloud,"4,000",No
257266,CONTINENTAL AIRLINES,New Jersey,B-757-200,None,10/6/08 0:00,Caused damage,1,Large,Some Cloud,350,Yes
260077,SPIRIT AIRLINES,Florida,A-319,Precautionary Landing,10/6/08 0:00,Caused damage,1,Medium,No Cloud,400,No
257454,SOUTHWEST AIRLINES,Rhode Island,B-737-700,None,10/7/08 0:00,No damage,1,Medium,No Cloud,800,Yes
254874,PINNACLE,Indiana,CL-RJ100/200,None,10/7/08 0:00,No damage,1,Small,No Cloud,0,No
258030,SOUTHWEST AIRLINES,Tennessee,B-737-300,None,10/7/08 0:00,No damage,1,Small,Some Cloud,0,Yes
254875,SOUTHWEST AIRLINES,Texas,B-737-700,None,10/7/08 0:00,No damage,1,Medium,No Cloud,"2,500",Yes
259931,SOUTHWEST AIRLINES,Texas,B-737-700,None,10/7/08 0:00,No damage,1,Small,No Cloud,"1,500",Yes
257068,SOUTHWEST AIRLINES,California,B-737-700,None,10/7/08 0:00,No damage,1,Small,No Cloud,"10,000",Yes
259932,SOUTHWEST AIRLINES,Oregon,B-737-700,None,10/7/08 0:00,No damage,1,Medium,Some Cloud,"8,000",Yes
259697,JETBLUE AIRWAYS,New York,EMB-190,None,10/7/08 0:00,No damage,1,Medium,No Cloud,"7,000",No
259810,UNKNOWN,Minnesota,CITATION,None,10/7/08 0:00,Caused damage,1,Large,Overcast,0,No
260754,SOUTHWEST AIRLINES,New York,B-737-700,None,10/8/08 0:00,No damage,1,Small,No Cloud,100,Yes
259014,COMMUTAIR,New Jersey,DHC8 DASH 8,None,10/8/08 0:00,No damage,1,Small,No Cloud,"5,000",No
257644,JETBLUE AIRWAYS,California,A-320,None,10/8/08 0:00,No damage,1,Small,No Cloud,"1,200",No
259009,SOUTHWEST AIRLINES,Illinois,B-737-700,None,10/8/08 0:00,No damage,1,Small,No Cloud,"3,600",Yes
257497,BUSINESS,Michigan,LEARJET-60,None,10/8/08 0:00,No damage,1,Large,Overcast,0,No
260918,DELTA AIR LINES,New York,B-757-200,None,10/8/08 0:00,No damage,1,Small,Some Cloud,50,Yes
256354,SOUTHWEST AIRLINES,Washington,B-737-300,None,10/8/08 0:00,No damage,1,Medium,No Cloud,"10,000",Yes
260919,DELTA AIR LINES,Kentucky,MD-88,None,10/8/08 0:00,Caused damage,1,Medium,Some Cloud,"10,000",No
259008,SKYWEST AIRLINES,Utah,CL-RJ100/200,Precautionary Landing,10/8/08 0:00,Caused damage,1,Medium,No Cloud,"8,000",No
259016,BUSINESS,Illinois,LEARJET-45,None,10/8/08 0:00,No damage,1,Medium,No Cloud,500,No
260165,HORIZON AIR,Washington,DHC8 DASH 8,None,10/8/08 0:00,No damage,1,Small,Some Cloud,300,No
260760,SOUTHWEST AIRLINES,Ohio,B-737-700,None,10/9/08 0:00,No damage,1,Small,Some Cloud,300,Yes
259966,SOUTHWEST AIRLINES,New York,B-737-300,None,10/9/08 0:00,No damage,1,Medium,Some Cloud,0,Yes
259624,ASTAR AIR CARGO,Tennessee,B-727-200,None,10/9/08 0:00,No damage,1,Small,No Cloud,"1,600",No
258236,SOUTHWEST AIRLINES,Tennessee,B-737-300,None,10/9/08 0:00,No damage,1,Small,No Cloud,"2,200",Yes
260759,SOUTHWEST AIRLINES,Texas,B-737-700,None,10/9/08 0:00,No damage,1,Small,No Cloud,"1,500",Yes
253743,SKYWEST AIRLINES,Wisconsin,CL-RJ100/200,None,10/9/08 0:00,No damage,1,Small,No Cloud,0,No
257791,DELTA AIR LINES,New York,B-757-200,None,10/9/08 0:00,No damage,1,Small,Some Cloud,0,Yes
259984,UNITED AIRLINES,Connecticut,B-737-300,None,10/9/08 0:00,No damage,1,Small,No Cloud,0,Yes
259967,BUSINESS,Florida,PA-31 NAVAJO,None,10/9/08 0:00,Caused damage,1,Small,Some Cloud,50,No
257790,CITATIONAIR,Arkansas,C-550,None,10/9/08 0:00,No damage,1,Small,No Cloud,75,No
261934,AIRTRAN AIRWAYS,Georgia,B-737-700,None,10/10/08 0:00,No damage,1,Medium,No Cloud,700,Yes
260362,SOUTHWEST AIRLINES,Maryland,B-737-300,None,10/10/08 0:00,No damage,1,Medium,No Cloud,"3,000",Yes
260925,US AIRWAYS,North Carolina,A-321,None,10/10/08 0:00,No damage,1,Small,Overcast,"2,500",No
260926,US AIRWAYS,Oregon,B-737-300,None,10/10/08 0:00,No damage,1,Small,Some Cloud,"2,500",Yes
260360,SOUTHWEST AIRLINES,Pennsylvania,B-737-700,None,10/10/08 0:00,No damage,1,Small,No Cloud,"3,000",Yes
261506,MESABA AIRLINES,South Dakota,SAAB-340,None,10/10/08 0:00,No damage,1,Medium,Overcast,200,No
260361,SOUTHWEST AIRLINES,Ohio,B-737-700,None,10/10/08 0:00,No damage,1,Small,Some Cloud,0,Yes
258039,SKYWEST AIRLINES,Oregon,CL-RJ100/200,None,10/10/08 0:00,Caused damage,1,Medium,No Cloud,10,No
261935,ALLEGIANT AIR,North Dakota,MD-83,None,10/10/08 0:00,No damage,1,Small,Overcast,0,No
257335,SKYWEST AIRLINES,New York,CL-RJ100/200,None,10/11/08 0:00,No damage,1,Small,No Cloud,50,No
257332,JETBLUE AIRWAYS,New York,A-320,None,10/11/08 0:00,No damage,1,Small,No Cloud,100,No
259078,SOUTHWEST AIRLINES,California,B-737-700,None,10/11/08 0:00,No damage,1,Small,No Cloud,"1,000",Yes
257333,NETJETS AVIATION,New Jersey,C-680,Aborted Take-off,10/11/08 0:00,No damage,1,Small,No Cloud,0,No
254044,BUSINESS,New York,CL-600,None,10/11/08 0:00,No damage,1,Small,No Cloud,"5,000",No
261495,AMERICAN AIRLINES,N/A,MD-80,None,10/12/08 0:00,No damage,1,Small,Some Cloud,900,No
259145,JETBLUE AIRWAYS,New York,A-320,None,10/12/08 0:00,No damage,1,Medium,No Cloud,200,No
260350,SOUTHWEST AIRLINES,Maryland,B-737-500,None,10/12/08 0:00,No damage,1,Medium,No Cloud,"8,800",Yes
256336,SOUTHWEST AIRLINES,California,B-737-700,None,10/12/08 0:00,No damage,1,Medium,No Cloud,"8,000",Yes
260534,SOUTHWEST AIRLINES,Pennsylvania,B-737-700,None,10/12/08 0:00,No damage,1,Small,No Cloud,"3,000",Yes
260351,SOUTHWEST AIRLINES,Florida,B-737-300,None,10/12/08 0:00,No damage,1,Small,Some Cloud,"1,200",Yes
259534,JETBLUE AIRWAYS,California,A-320,None,10/12/08 0:00,No damage,1,Small,No Cloud,2,No
257384,DELTA AIR LINES,Pennsylvania,B-757-200,None,10/12/08 0:00,No damage,1,Small,Some Cloud,0,Yes
258168,NORTH AMERICAN,New York,B-767-300,None,10/12/08 0:00,Caused damage,1,Large,No Cloud,100,Yes
260246,NETJETS,Georgia,C-560,Other,10/12/08 0:00,No damage,1,Medium,Overcast,10,No
260011,SOUTHWEST AIRLINES,Illinois,B-737-700,None,10/13/08 0:00,No damage,1,Small,No Cloud,300,Yes
258226,UPS AIRLINES,Florida,B-757-200,None,10/13/08 0:00,No damage,1,Small,Overcast,0,Yes
257938,JETBLUE AIRWAYS,New York,A-320,None,10/13/08 0:00,No damage,1,Medium,No Cloud,"1,500",No
260012,SOUTHWEST AIRLINES,Colorado,B-737-700,None,10/13/08 0:00,No damage,1,Small,No Cloud,"3,000",Yes
257193,SOUTHWEST AIRLINES,Texas,B-737-500,None,10/13/08 0:00,No damage,1,Small,Overcast,0,Yes
