iid,airline,origin,aircraft,impact,flight_date,damage,num_birds,bird_size,sky_conditions,altitude_ft,heavy_flag
202152,US AIRWAYS*,New York,B-737-400,Engine Shut Down,11/23/00 0:00,Caused damage,859,Medium,No Cloud,"1,500",Yes
208159,AMERICAN AIRLINES,Texas,MD-80,None,7/25/01 0:00,Caused damage,424,Small,Some Cloud,0,No
207601,BUSINESS,Louisiana,C-500,None,9/14/01 0:00,No damage,261,Small,No Cloud,50,No
215953,ALASKA AIRLINES,Washington,B-737-400,Precautionary Landing,9/5/02 0:00,No damage,806,Small,Some Cloud,50,Yes
219878,COMAIR AIRLINES,Virginia,CL-RJ100/200,None,6/23/03 0:00,No damage,942,Small,No Cloud,50,No
218432,AMERICAN AIRLINES,N/A,A-300,None,7/24/03 0:00,No damage,537,Small,No Cloud,0,No
221697,BUSINESS,Delaware,LEARJET-25,Other,8/17/03 0:00,Caused damage,227,Small,No Cloud,150,No
236635,UNITED AIRLINES,DC,A-320,Other,3/1/06 0:00,Caused damage,320,Small,Some Cloud,100,No
207369,AIRTRAN AIRWAYS,Georgia,DC-9-30,Aborted Take-off,1/6/00 0:00,No damage,9,Small,Some Cloud,0,No
204371,AIRTOURS INTL,Florida,A-330,None,1/7/00 0:00,No damage,4,Small,Some Cloud,0,No
201589,AMERICA WEST AIRLINES,California,A-320,None,1/8/00 0:00,No damage,3,Small,Some Cloud,200,No
205958,AMERICAN AIRLINES,Illinois,FOKKER F100,None,1/20/00 0:00,Caused damage,9,Large,No Cloud,"1,700",No
200220,BUSINESS,Connecticut,C-421,None,1/30/00 0:00,No damage,2,Small,Overcast,0,No
200219,EXECUTIVE JET AVIATION,Missouri,C-560,None,1/30/00 0:00,No damage,2,Small,Overcast,"1,800",No
203756,US AIRWAYS*,Rhode Island,B-737-200,None,1/30/00 0:00,No damage,5,Small,No Cloud,50,Yes
204061,TRANS WORLD AIRLINES,Missouri,MD-80,None,2/1/00 0:00,No damage,5,Large,Some Cloud,500,No
202604,HAWAIIAN AIR,Hawaii,DC-9-50,None,2/11/00 0:00,No damage,9,Small,No Cloud,0,No
201044,AMERICA WEST AIRLINES,Arizona,B-737,None,2/12/00 0:00,No damage,9,Small,Overcast,0,Yes
202254,US AIRWAYS*,Tennessee,B-737-400,None,2/18/00 0:00,No damage,5,Small,Some Cloud,800,Yes
205346,BUSINESS,South Carolina,C-560,None,2/23/00 0:00,Caused damage,6,Small,Some Cloud,500,No
201610,UNITED AIRLINES,Illinois,B-737-300,None,2/25/00 0:00,No damage,7,Medium,Overcast,"5,000",Yes
202454,DELTA AIR LINES,DC,B-737-200,Precautionary Landing,2/29/00 0:00,No damage,7,Medium,No Cloud,"1,500",Yes
201013,AIR TRANSAT,Florida,B-737-400,None,2/29/00 0:00,No damage,4,Large,Some Cloud,0,Yes
205771,MESABA AIRLINES,South Dakota,SAAB-340,None,3/4/00 0:00,No damage,8,Small,Some Cloud,"2,000",No
202226,CONTINENTAL AIRLINES,New Jersey,MD-82,None,3/6/00 0:00,No damage,5,Small,No Cloud,0,No
204404,EXECUTIVE JET AVIATION,Colorado,HAWKER 800,None,3/6/00 0:00,No damage,3,Small,No Cloud,20,No
202138,AMERICAN AIRLINES,Minnesota,FOKKER F28 MK 1000,Precautionary Landing,3/6/00 0:00,No damage,4,Small,No Cloud,200,No
201983,NORTHWEST AIRLINES,Minnesota,B-757-200,None,3/7/00 0:00,No damage,4,Small,Overcast,75,Yes
200247,BUSINESS,Colorado,HAWKER 800,None,3/11/00 0:00,No damage,5,Small,No Cloud,10,No
201387,CONTINENTAL AIRLINES,New York,EMB-135,None,3/13/00 0:00,No damage,5,Medium,No Cloud,10,No
200542,ABX AIR,Alabama,DC-9-40,None,3/13/00 0:00,No damage,6,Small,No Cloud,"5,000",No
202076,AIRTRAN AIRWAYS,Georgia,DC-9-30,None,3/14/00 0:00,No damage,8,Medium,No Cloud,"1,000",No
204836,DELTA AIR LINES,New York,B-727-200,None,3/15/00 0:00,Caused damage,10,Medium,No Cloud,"1,300",No
203390,HAWAIIAN AIR,N/A,DC-10-30,None,3/15/00 0:00,Caused damage,7,Medium,Some Cloud,0,Yes
203936,AMERICAN EAGLE AIRLINES,Florida,SAAB-340,Aborted Take-off,3/18/00 0:00,No damage,9,Medium,Some Cloud,0,No
203938,US AIRWAYS*,South Carolina,B-737,None,3/22/00 0:00,Caused damage,8,Large,Some Cloud,0,Yes
200130,NORTHWEST AIRLINES,Minnesota,DC-9-10,Engine Shut Down,3/23/00 0:00,Caused damage,5,Large,Overcast,800,No
201705,AMERICAN EAGLE AIRLINES,Louisiana,SAAB-340,None,3/23/00 0:00,No damage,3,Small,No Cloud,"1,000",No
201770,EXPRESSJET (CONTINENTAL EXPRS),Ohio,EMB-145,None,3/25/00 0:00,No damage,6,Small,No Cloud,"1,500",No
201506,US AIRWAYS*,DC,B-737-300,None,4/1/00 0:00,No damage,10,Small,No Cloud,"1,000",Yes
201524,NORTHWEST AIRLINES,California,B-747-1/200,None,4/2/00 0:00,No damage,9,Small,No Cloud,0,No
207027,MESABA AIRLINES,Wisconsin,SAAB-340,None,4/4/00 0:00,No damage,2,Small,Some Cloud,50,No
4064,MILITARY,Louisiana,B-52H,None,4/6/00 0:00,No damage,10,Medium,No Cloud,"1,000",No
202816,US AIRWAYS*,Michigan,DC-9,None,4/8/00 0:00,Caused damage,4,Medium,Some Cloud,100,No
200828,AIRTRAN AIRWAYS,South Carolina,DC-9,None,4/9/00 0:00,No damage,10,Small,No Cloud,100,No
203262,UNITED AIRLINES,California,B-737-500,None,4/12/00 0:00,No damage,10,Small,Some Cloud,50,Yes
200681,COMAIR AIRLINES,Ohio,CL-RJ100/200,Other,4/13/00 0:00,Caused damage,3,Large,Some Cloud,0,No
202210,ALOHA AIRLINES,California,B-737-700,None,4/16/00 0:00,No damage,2,Small,Some Cloud,0,Yes
202062,DELTA AIR LINES,Alabama,B-757-200,None,4/21/00 0:00,No damage,2,Small,No Cloud,500,Yes
200155,BUSINESS,Massachusetts,C-560,Aborted Take-off,4/25/00 0:00,No damage,8,Large,Some Cloud,0,No
202836,ATLAS AIR,Alaska,B-747-400,None,4/26/00 0:00,Caused damage,8,Large,No Cloud,"3,500",No
204057,US AIRWAYS*,North Carolina,FOKKER F100,None,4/28/00 0:00,No damage,6,Small,Overcast,"1,000",No
201230,DELTA AIR LINES,Alaska,B-757-200,None,4/29/00 0:00,No damage,3,Small,Overcast,30,Yes
205954,COMAIR AIRLINES,Kentucky,CL-RJ100/200,None,4/30/00 0:00,No damage,10,Small,No Cloud,"2,000",No
201585,PRIVATELY OWNED,Illinois,BE-58  BARON,None,5/3/00 0:00,No damage,2,Small,No Cloud,"1,800",No
201990,US AIRWAYS*,Indiana,DC-9-30,None,5/3/00 0:00,No damage,5,Small,No Cloud,0,No
202887,UNITED AIRLINES,California,B-737-500,None,5/4/00 0:00,No damage,7,Small,Some Cloud,0,Yes
200068,UPS AIRLINES,Kentucky,B-767-300,None,5/9/00 0:00,No damage,5,Small,Overcast,75,Yes
209758,FEDEX EXPRESS,Oregon,DC-10,None,5/10/00 0:00,No damage,3,Medium,Overcast,0,No
200785,AMERICAN AIRLINES,New York,FOKKER F100,None,5/13/00 0:00,No damage,4,Medium,Some Cloud,50,No
201283,AMERICAN EAGLE AIRLINES,California,SAAB-340,Aborted Take-off,5/15/00 0:00,Caused damage,7,Small,Some Cloud,0,No
7379,MILITARY,Louisiana,B-52H,None,5/18/00 0:00,No damage,9,Small,No Cloud,"1,200",No
200893,BUSINESS,Ohio,PA-31 NAVAJO,None,5/19/00 0:00,No damage,10,Medium,Overcast,0,No
203391,AMERICAN AIRLINES,Pennsylvania,FOKKER F100,None,5/23/00 0:00,No damage,3,Medium,Overcast,850,No
207700,UNITED AIRLINES,California,B-737-300,None,5/28/00 0:00,No damage,7,Small,Some Cloud,30,Yes
201771,CHAUTAUQUA AIRLINES,Michigan,SAAB-340,None,5/29/00 0:00,No damage,7,Small,Some Cloud,0,No
203389,DELTA AIR LINES,N/A,B-727,None,5/29/00 0:00,No damage,4,Small,No Cloud,300,No
203333,PRIVATELY OWNED,New Hampshire,C-172,Precautionary Landing,5/30/00 0:00,Caused damage,3,Medium,Some Cloud,"1,000",No
202886,EXPRESSJET (CONTINENTAL EXPRS),Georgia,EMB-145,None,6/1/00 0:00,No damage,2,Small,Overcast,0,No
201053,AMERICA WEST AIRLINES,Pennsylvania,A-320,None,6/3/00 0:00,No damage,10,Small,No Cloud,500,No
203804,ATLANTIC COAST AIRLINES,DC,BA-31 JETSTR,None,6/6/00 0:00,No damage,9,Small,No Cloud,150,No
202701,BUSINESS,Ohio,LEARJET-35,None,6/6/00 0:00,No damage,3,Medium,Some Cloud,0,No
202151,HAWAIIAN AIR,Hawaii,DC-9-50,None,6/7/00 0:00,No damage,10,Small,Some Cloud,0,No
205305,DELTA AIR LINES,Florida,MD-88,Precautionary Landing,6/8/00 0:00,No damage,5,Small,Some Cloud,10,No
203483,SOUTHWEST AIRLINES,Texas,B-737,None,6/9/00 0:00,No damage,2,Small,Overcast,0,Yes
204287,US AIRWAYS*,Massachusetts,B-737-300,Precautionary Landing,6/11/00 0:00,Caused damage,4,Large,Overcast,800,Yes
200031,GREAT LAKES AIRLINES,Colorado,BE-1900,None,6/12/00 0:00,No damage,9,Small,No Cloud,500,No
201214,DELTA AIR LINES,Georgia,B-757-200,None,6/14/00 0:00,No damage,8,Small,No Cloud,0,Yes
201505,COMAIR AIRLINES,Michigan,CL-RJ100/200,None,6/15/00 0:00,No damage,7,Small,Some Cloud,40,No
204115,UNKNOWN,Virginia,IAI-1124,Precautionary Landing,6/16/00 0:00,No damage,9,Medium,Some Cloud,0,No
202139,NORTHWEST AIRLINES,Michigan,DC-9-40,None,6/20/00 0:00,No damage,5,Small,Overcast,0,No
203968,AMERICA WEST AIRLINES,Indiana,B-757-200,None,6/21/00 0:00,No damage,2,Small,Some Cloud,0,Yes
202994,BUSINESS,Arkansas,C-172,None,6/25/00 0:00,No damage,10,Small,No Cloud,20,No
202602,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,BE-1900,None,6/25/00 0:00,No damage,10,Small,Some Cloud,0,No
201414,ATA AIRLINES,Nevada,B-727,None,6/26/00 0:00,No damage,8,Medium,Overcast,"5,100",No
203143,BUSINESS,Georgia,BA-31 JETSTR,None,6/27/00 0:00,Caused damage,5,Medium,Some Cloud,0,No
203243,BUSINESS,Mississippi,LEARJET-31,Precautionary Landing,6/28/00 0:00,Caused damage,3,Medium,No Cloud,100,No
204609,AIR WISCONSIN AIRLINES,Illinois,CL-RJ100/200,Aborted Take-off,6/29/00 0:00,No damage,5,Small,No Cloud,0,No
201335,CAPE AIR,Florida,C-402,Aborted Take-off,6/30/00 0:00,No damage,6,Small,Some Cloud,0,No
202613,UNKNOWN,Florida,SHORTS SC7,None,7/6/00 0:00,No damage,5,Small,No Cloud,20,No
200807,DELTA AIR LINES,Pennsylvania,MD-88,None,7/7/00 0:00,No damage,4,Small,No Cloud,100,No
202419,UNITED AIRLINES,Maryland,B-757-200,None,7/7/00 0:00,No damage,6,Small,Some Cloud,100,Yes
200696,CONTINENTAL AIRLINES,California,B-737-800,None,7/10/00 0:00,No damage,3,Small,No Cloud,10,Yes
200108,UNITED AIRLINES,DC,A-319,None,7/10/00 0:00,No damage,2,Medium,No Cloud,0,No
203355,BUSINESS,Massachusetts,CITATION II,None,7/10/00 0:00,No damage,9,Small,Some Cloud,0,No
202117,ATLANTIC SOUTHEAST,Florida,ATR-72,None,7/11/00 0:00,No damage,9,Small,Some Cloud,0,No
202204,SOUTHWEST AIRLINES,Alabama,B-737-300,None,7/12/00 0:00,No damage,3,Medium,Some Cloud,0,Yes
205917,ATLANTIC SOUTHEAST,Florida,ATR-72,None,7/15/00 0:00,No damage,6,Small,No Cloud,0,No
204602,TRANSMERIDIAN AIRLINES,N/A,A-320,None,7/16/00 0:00,No damage,5,Small,No Cloud,100,No
205350,PRIVATELY OWNED,California,C-172,None,7/17/00 0:00,No damage,4,Small,No Cloud,100,No
203335,UNITED AIRLINES,Oregon,B-737-500,None,7/18/00 0:00,No damage,7,Medium,Overcast,0,Yes
204308,BUSINESS,New Jersey,DA-20 FALCON,None,7/19/00 0:00,No damage,3,Small,Some Cloud,0,No
200758,US AIRWAYS*,Kentucky,B-737-200,None,7/20/00 0:00,No damage,2,Medium,No Cloud,20,Yes
204677,US AIRWAYS*,Kentucky,B-737-200,None,7/21/00 0:00,No damage,4,Small,Overcast,0,Yes
205312,AMERICAN EAGLE AIRLINES,Texas,SAAB-340,Aborted Take-off,7/21/00 0:00,No damage,4,Small,Some Cloud,0,No
206984,ATLANTIC SOUTHEAST,Florida,ATR-72,None,7/22/00 0:00,No damage,6,Small,Some Cloud,0,No
203849,BUSINESS,New Jersey,BE-400 BJET,None,7/22/00 0:00,No damage,8,Small,No Cloud,350,No
203187,COMAIR AIRLINES,Kentucky,CL-RJ100/200,None,7/23/00 0:00,No damage,8,Small,No Cloud,0,No
205741,AMERIFLIGHT,Oregon,C-402,None,7/24/00 0:00,No damage,7,Small,No Cloud,200,No
203630,PINNACLE,Florida,SAAB-340,None,7/28/00 0:00,No damage,9,Small,Some Cloud,50,No
203455,BUSINESS,New Jersey,DA-2000,None,7/28/00 0:00,No damage,5,Small,Overcast,0,No
202567,BUSINESS,Maine,HAWKER-SDLY HS125,None,7/28/00 0:00,No damage,4,Small,Some Cloud,50,No
202382,BUSINESS,Florida,C-560,None,7/30/00 0:00,No damage,8,Small,Some Cloud,0,No
200793,AMERICAN AIRLINES,New Jersey,A-300,None,8/4/00 0:00,No damage,9,Medium,No Cloud,0,No
205461,AMERICAN EAGLE AIRLINES,Texas,SAAB-340,None,8/5/00 0:00,No damage,10,Small,No Cloud,0,No
203512,DELTA AIR LINES,Kentucky,B-767,None,8/6/00 0:00,No damage,7,Small,Overcast,100,Yes
201322,UNITED AIRLINES,Tennessee,B-737-300,Aborted Take-off,8/6/00 0:00,Caused damage,9,Small,Some Cloud,0,Yes
203160,AMERICAN AIRLINES,New York,A-319,None,8/6/00 0:00,No damage,6,Small,Overcast,0,No
201114,US AIRWAYS*,Maryland,B-737-300,None,8/6/00 0:00,No damage,6,Small,Overcast,0,Yes
202199,PINNACLE,Florida,SAAB-340,Aborted Take-off,8/8/00 0:00,Caused damage,10,Small,No Cloud,0,No
201407,US AIRWAYS*,Alabama,FOKKER F100,None,8/8/00 0:00,No damage,7,Medium,No Cloud,0,No
200672,SOUTHWEST AIRLINES,Alabama,B-737-300,None,8/9/00 0:00,No damage,4,Medium,Some Cloud,100,Yes
208831,EXECUTIVE JET AVIATION,Quebec,HAWKER 1000,None,8/10/00 0:00,No damage,7,Medium,No Cloud,0,No
201896,AMERICAN AIRLINES,North Carolina,B-727-200,Aborted Take-off,8/10/00 0:00,No damage,10,Large,Some Cloud,0,No
204264,BUSINESS,Illinois,C-172,None,8/12/00 0:00,No damage,5,Small,No Cloud,150,No
204225,PRIVATELY OWNED,Illinois,PA-28,None,8/12/00 0:00,No damage,6,Small,Some Cloud,100,No
202482,ATLANTIC SOUTHEAST,Texas,CL-RJ100/200,None,8/13/00 0:00,No damage,5,Small,No Cloud,"2,500",No
202464,BUSINESS,Virginia,BE-23 SUNDOWNER,None,8/14/00 0:00,No damage,10,Small,No Cloud,0,No
200732,US AIRWAYS*,Kentucky,B-737-300,None,8/16/00 0:00,No damage,10,Small,No Cloud,0,Yes
208561,,Louisiana,BELL-206,,,No damage,7,,No Cloud,,
203380,SOUTHWEST AIRLINES,Texas,B-737-300,None,8/18/00 0:00,No damage,5,Small,Some Cloud,100,Yes
200698,CONTINENTAL AIRLINES,New Jersey,B-737-500,None,8/19/00 0:00,No damage,7,Small,Some Cloud,30,Yes
200664,AMERICAN AIRLINES,New Jersey,B-727-200,None,8/20/00 0:00,No damage,6,Small,Some Cloud,0,No
200794,BUSINESS,Florida,BE-400 BJET,None,8/21/00 0:00,No damage,8,Small,Some Cloud,40,No
204415,BUSINESS,Florida,BE-1900,Precautionary Landing,8/21/00 0:00,No damage,6,Small,Some Cloud,0,No
207534,HORIZON AIR,Idaho,DHC8 DASH 8,None,8/22/00 0:00,No damage,7,Small,No Cloud,5,No
201872,NORTHWEST AIRLINES,Michigan,A-319,None,8/23/00 0:00,No damage,7,Small,Some Cloud,25,No
204521,EVERGREEN INTL AIRLINES,Pennsylvania,B-747-1/200,Aborted Take-off,8/23/00 0:00,Caused damage,2,Large,Overcast,0,No
201139,BUSINESS,Illinois,BE-90  KING,Aborted Take-off,8/23/00 0:00,No damage,2,Small,Some Cloud,0,No
200375,MESABA AIRLINES,Illinois,SAAB-340,Aborted Take-off,8/23/00 0:00,No damage,8,Small,Some Cloud,0,No
205933,BUSINESS,Indiana,HAWKER 1000,None,8/24/00 0:00,No damage,9,Small,No Cloud,10,No
202578,SOUTHWEST AIRLINES,Mississippi,B-737-300,None,8/25/00 0:00,No damage,8,Small,No Cloud,300,Yes
203634,CONTINENTAL AIRLINES,New Jersey,MD-80,None,8/25/00 0:00,No damage,10,Small,Some Cloud,15,No
201828,LEGEND AIRLINES,Texas,DC-9-30,None,8/27/00 0:00,No damage,5,Medium,No Cloud,0,No
200783,COMAIR AIRLINES,Georgia,CL-RJ100/200,None,8/28/00 0:00,No damage,4,Small,Some Cloud,0,No
202035,HORIZON AIR,British Columbia,DHC8 DASH 8,None,8/30/00 0:00,No damage,8,Small,Some Cloud,50,No
200560,US AIRWAYS*,Pennsylvania,DC-9,None,8/30/00 0:00,No damage,3,Medium,Overcast,0,No
204413,DELTA AIR LINES,Utah,B-727,None,9/3/00 0:00,No damage,6,Small,No Cloud,"1,000",No
202289,DELTA AIR LINES,Massachusetts,B-767-200,None,9/4/00 0:00,No damage,7,Small,No Cloud,20,Yes
202074,DELTA AIR LINES,New York,B-727,None,9/4/00 0:00,No damage,10,Small,Overcast,0,No
202788,AIR WISCONSIN AIRLINES,Illinois,BA-146,None,9/4/00 0:00,No damage,4,Small,Overcast,0,No
206920,NORTHWEST AIRLINES,Ohio,DC-9,None,9/4/00 0:00,No damage,5,Small,Some Cloud,0,No
202461,BUSINESS,New Jersey,GULFAERO III,None,9/5/00 0:00,No damage,2,Small,Some Cloud,0,No
205207,UNITED AIRLINES,Maryland,A-320,None,9/5/00 0:00,No damage,9,Medium,No Cloud,500,No
201570,CCAIR,Tennessee,BA-31 JETSTR,Aborted Take-off,9/7/00 0:00,No damage,7,Small,Overcast,0,No
204351,CONTINENTAL AIRLINES,Missouri,B-737-300,None,9/8/00 0:00,No damage,9,Small,Some Cloud,30,Yes
202351,FRONTIER AIRLINES,Nebraska,B-737-200,None,9/8/00 0:00,No damage,2,Small,No Cloud,200,Yes
204272,BUSINESS,Alabama,BE-300 KING,None,9/9/00 0:00,No damage,5,Small,Some Cloud,0,No
201340,UNKNOWN,Illinois,MU2,None,9/10/00 0:00,No damage,3,Medium,Some Cloud,0,No
204571,UNITED AIRLINES,California,B-737-300,None,9/11/00 0:00,No damage,7,Small,No Cloud,40,Yes
208477,SKYWAY AIRLINES,Wisconsin,DORNIER,None,9/12/00 0:00,No damage,5,Small,No Cloud,"2,500",No
200193,BUSINESS,Massachusetts,BE-200 KING,None,9/13/00 0:00,No damage,6,Large,No Cloud,0,No
202764,PAN AM,New Hampshire,B-727-200,None,9/13/00 0:00,No damage,6,Small,Some Cloud,0,No
206860,EXPRESSJET (CONTINENTAL EXPRS),Ohio,EMB-145,None,9/13/00 0:00,No damage,2,Small,No Cloud,"2,200",No
200625,US AIRWAYS*,North Carolina,FOKKER F100,None,9/15/00 0:00,No damage,10,Small,No Cloud,150,No
200867,AMERICAN EAGLE AIRLINES,California,SAAB-340,None,9/16/00 0:00,No damage,10,Medium,No Cloud,100,No
203468,ATLANTIC COAST AIRLINES,Pennsylvania,BA-41 JETSTR,None,9/20/00 0:00,No damage,5,Small,Some Cloud,0,No
200147,DELTA AIR LINES,Utah,B-767-300,None,9/20/00 0:00,No damage,4,Large,No Cloud,100,Yes
202797,UNITED AIRLINES,Colorado,B-737-300,None,9/20/00 0:00,No damage,3,Small,Some Cloud,0,Yes
205344,EXPRESSJET (CONTINENTAL EXPRS),Indiana,BE-1900,None,9/21/00 0:00,Caused damage,3,Large,No Cloud,"3,200",No
200688,HAWAIIAN AIR,Hawaii,DC-9-50,None,9/24/00 0:00,No damage,10,Small,No Cloud,100,No
204695,DELTA AIR LINES,Florida,B-737-200,Precautionary Landing,9/26/00 0:00,No damage,2,Small,Some Cloud,0,Yes
205168,AMERICAN EAGLE AIRLINES,Rhode Island,SAAB-340,None,9/28/00 0:00,No damage,6,Small,Some Cloud,0,No
200931,GREAT LAKES AIRLINES,Nebraska,BE-1900,None,9/28/00 0:00,No damage,3,Small,Some Cloud,"2,500",No
213893,FEDEX EXPRESS,Michigan,A-310,None,9/28/00 0:00,No damage,6,Large,No Cloud,0,No
206536,FEDEX EXPRESS,New Jersey,B-727,None,9/29/00 0:00,No damage,4,Medium,No Cloud,"1,400",No
200479,AMERICAN AIRLINES,N/A,B-727-200,None,10/1/00 0:00,No damage,8,Small,Some Cloud,150,No
214147,AMERICAN AIRLINES,Texas,FOKKER F100,None,10/2/00 0:00,No damage,8,Medium,No Cloud,20,No
202348,ATLANTIC COAST AIRLINES,DC,CL-RJ100/200,None,10/3/00 0:00,No damage,3,Small,No Cloud,100,No
200048,BUSINESS,Tennessee,CITATION II,None,10/4/00 0:00,No damage,9,Small,No Cloud,"2,000",No
200403,UNITED AIRLINES,Massachusetts,A-320,None,10/5/00 0:00,No damage,9,Small,Overcast,0,No
202758,BUSINESS,Ohio,C-560,None,10/5/00 0:00,No damage,3,Medium,Overcast,0,No
204244,AMERICAN AIRLINES,Texas,FOKKER F100,None,10/6/00 0:00,No damage,6,Medium,Some Cloud,400,No
201960,COMAIR AIRLINES,Michigan,CL-RJ100/200,None,10/9/00 0:00,No damage,10,Small,No Cloud,300,No
206581,GREAT LAKES AIRLINES,Iowa,EMB-110,None,10/10/00 0:00,No damage,3,Small,No Cloud,0,No
205661,VANGUARD AIRLINES,Missouri,B-737,None,10/13/00 0:00,No damage,4,Small,Some Cloud,0,Yes
204994,AMERICAN AIRLINES,N/A,B-727,None,10/14/00 0:00,Caused damage,5,Medium,No Cloud,10,No
208027,SOUTHWEST AIRLINES,New York,B-737-700,Precautionary Landing,10/15/00 0:00,Caused damage,5,Medium,No Cloud,0,Yes
200477,DELTA AIR LINES,Florida,B-767-400,None,10/15/00 0:00,Caused damage,9,Medium,No Cloud,"1,500",Yes
205270,BUSINESS,Kentucky,DA-10 FALCON,None,10/16/00 0:00,No damage,6,Small,Overcast,200,No
206599,AMERICAN EAGLE AIRLINES,Massachusetts,SAAB-340,Aborted Take-off,10/16/00 0:00,No damage,5,Small,Overcast,0,No
204605,DELTA AIR LINES,Florida,B-757-200,None,10/19/00 0:00,No damage,6,Medium,No Cloud,"3,400",Yes
209019,EXPRESSJET (CONTINENTAL EXPRS),Texas,EMB-145,None,10/20/00 0:00,No damage,3,Small,Overcast,250,No
203507,CCAIR,North Carolina,DHC8 DASH 8,None,10/22/00 0:00,No damage,4,Medium,No Cloud,"2,000",No
206675,BUSINESS,California,C-208,Precautionary Landing,10/24/00 0:00,No damage,2,Large,No Cloud,"1,000",No
208274,ASTAR AIR CARGO,New York,A-300,None,10/25/00 0:00,No damage,4,Medium,No Cloud,0,No
205535,DELTA AIR LINES,Tennessee,B-727,None,10/30/00 0:00,No damage,3,Small,Overcast,50,No
204007,COMAIR AIRLINES,New York,CL-RJ100/200,None,10/31/00 0:00,No damage,2,Small,No Cloud,0,No
203497,BUSINESS,New Hampshire,BA-31 JETSTR,Precautionary Landing,11/1/00 0:00,No damage,8,Small,Some Cloud,0,No
204236,EXPRESSJET (CONTINENTAL EXPRS),Ohio,EMB-145,None,11/2/00 0:00,No damage,9,Small,Some Cloud,"3,500",No
205876,BUSINESS,Alabama,IAI-1124,None,11/5/00 0:00,No damage,8,Small,Overcast,0,No
204191,SKYWEST AIRLINES,California,EMB-120,None,11/5/00 0:00,Caused damage,9,Medium,No Cloud,"2,000",No
204441,US AIRWAYS*,Pennsylvania,A-319,None,11/6/00 0:00,No damage,7,Small,No Cloud,"4,000",No
206406,CONTINENTAL AIRLINES,Georgia,B-737-300,None,11/7/00 0:00,No damage,4,Large,Overcast,50,Yes
203254,NORTHWEST AIRLINES,Wisconsin,DC-9,None,11/7/00 0:00,No damage,6,Small,Overcast,0,No
206018,GOVERNMENT,Iowa,PA-31T CHEYENNE II,None,11/8/00 0:00,Caused damage,8,Medium,Overcast,"9,000",No
208957,BUSINESS,Illinois,DA-50 FALCON,None,11/8/00 0:00,No damage,9,Small,No Cloud,0,No
200641,FRONTIER AIRLINES,Colorado,B-737-200,None,11/11/00 0:00,No damage,6,Small,Overcast,20,Yes
206414,BUSINESS,Alabama,RKWLTRBO 690,None,11/12/00 0:00,No damage,6,Small,No Cloud,50,No
205559,US AIRWAYS*,Massachusetts,B-737-400,None,11/12/00 0:00,No damage,4,Small,No Cloud,0,Yes
208033,MESABA AIRLINES,Minnesota,SAAB-340,Precautionary Landing,11/13/00 0:00,Caused damage,3,Large,Overcast,"1,800",No
5401,MILITARY,Louisiana,B-52H,None,11/13/00 0:00,No damage,5,Small,No Cloud,500,No
203050,US AIRWAYS*,Massachusetts,MD-80,None,11/15/00 0:00,No damage,4,Small,No Cloud,100,No
208821,DELTA AIR LINES,New York,B-727,None,11/16/00 0:00,No damage,4,Small,No Cloud,400,No
202477,DELTA AIR LINES,Florida,B-767-300,Precautionary Landing,11/16/00 0:00,Caused damage,4,Large,No Cloud,400,Yes
206885,US AIRWAYS*,DC,A-319,None,11/19/00 0:00,No damage,9,Small,Overcast,25,No
205078,UNITED AIRLINES,California,B-737-300,None,11/24/00 0:00,No damage,3,Small,Overcast,0,Yes
4978,MILITARY,South Carolina,C-17A,None,11/29/00 0:00,No damage,8,Medium,No Cloud,"1,600",No
208354,NATIONAL AIRLINES,New York,B-757-200,Aborted Take-off,12/1/00 0:00,No damage,8,Small,No Cloud,0,Yes
205670,BUSINESS,Tennessee,C-560,None,12/5/00 0:00,No damage,5,Medium,Some Cloud,30,No
200949,AMERICAN AIRLINES,Ohio,FOKKER F100,None,12/9/00 0:00,No damage,5,Medium,No Cloud,0,No
4964,MILITARY,Louisiana,B-52H,Precautionary Landing,12/12/00 0:00,Caused damage,2,Medium,No Cloud,500,No
205109,COMAIR AIRLINES,Kentucky,CL-RJ100/200,Precautionary Landing,12/13/00 0:00,Caused damage,5,Medium,Overcast,400,No
205904,ALASKA AIRLINES,British Columbia,B-737-400,None,12/14/00 0:00,Caused damage,7,Large,Some Cloud,50,Yes
209896,COMAIR AIRLINES,Pennsylvania,CL-RJ100/200,None,12/24/00 0:00,No damage,2,Large,Some Cloud,0,No
203784,AMERICAN EAGLE AIRLINES,Texas,SAAB-340,None,12/25/00 0:00,No damage,7,Medium,Overcast,0,No
209050,ALASKA AIRLINES,N/A,MD-82,None,12/26/00 0:00,No damage,5,Medium,No Cloud,500,No
201316,SKYWEST AIRLINES,New Mexico,CL-RJ100/200,None,12/29/00 0:00,No damage,9,Small,No Cloud,20,No
204637,US AIRWAYS*,New Jersey,DC-9-30,None,1/2/01 0:00,No damage,8,Small,No Cloud,0,No
207692,AVIANCA,Florida,B-757-200,Engine Shut Down,1/5/01 0:00,Caused damage,2,Large,Some Cloud,100,Yes
206418,AMERICA WEST AIRLINES,DC,A-320,None,1/10/01 0:00,No damage,3,Medium,No Cloud,"1,400",No
201929,SKYWEST AIRLINES,Idaho,EMB-120,None,1/13/01 0:00,No damage,3,Small,Overcast,0,No
